driverID,carPlateNumber,unix_Time,Speed,isOverspeed
zengpeng1000000,华AZQ110,1483459530,103.0,0
zengpeng1000000,华AZQ110,1483462300,76.0,0
zengpeng1000000,华AZQ110,1483468340,87.0,0
zengpeng1000000,华AZQ110,1483469780,102.0,0
zengpeng1000000,华AZQ110,1483470512,120.0,0
zengpeng1000000,华AZQ110,1483470660,70.0,0
zengpeng1000000,华AZQ110,1483470910,144.0,0
zengpeng1000000,华AZQ110,1483471430,96.5,0
zengpeng1000000,华AZQ110,1483477100,111.0,0
zengpeng1000000,华AZQ110,1483478510,108.0,0
zengpeng1000000,华AZQ110,1483481710,126.0,0
zengpeng1000000,华AZQ110,1483483390,86.0,0
zengpeng1000000,华AZQ110,1483483811,149.0,1
zengpeng1000000,华AZQ110,1483484640,60.0,0
zengpeng1000000,华AZQ110,1483487838,129.0,1
zengpeng1000000,华AZQ110,1483489400,82.0,0
zengpeng1000000,华AZQ110,1483490650,74.0,0
zengpeng1000000,华AZQ110,1483492140,81.0,0
zengpeng1000000,华AZQ110,1483493740,67.0,0
zengpeng1000000,华AZQ110,1483496520,113.0,0
zengpeng1000000,华AZQ110,1483497050,113.0,0
zengpeng1000000,华AZQ110,1483498190,83.0,0
zengpeng1000000,华AZQ110,1483498740,114.0,0
zengpeng1000000,华AZQ110,1483499690,75.0,0
zengpeng1000000,华AZQ110,1483500250,97.0,0
zengpeng1000000,华AZQ110,1483500610,60.0,0
zengpeng1000000,华AZQ110,1483503380,81.0,0
zengpeng1000000,华AZQ110,1483505660,97.0,0
zengpeng1000000,华AZQ110,1483506520,72.0,0
zengpeng1000000,华AZQ110,1483507930,91.0,0
zengpeng1000000,华AZQ110,1483509096,120.0,0
zengpeng1000000,华AZQ110,1483509410,84.0,0
zengpeng1000000,华AZQ110,1483510570,113.0,0
zengpeng1000000,华AZQ110,1483511620,95.0,0
zengpeng1000000,华AZQ110,1483513990,108.0,0
zengpeng1000000,华AZQ110,1483515940,77.0,0
zengpeng1000000,华AZQ110,1483460440,82.0,0
zengpeng1000000,华AZQ110,1483465940,101.0,0
zengpeng1000000,华AZQ110,1483466810,84.0,0
zengpeng1000000,华AZQ110,1483470350,63.0,0
zengpeng1000000,华AZQ110,1483470960,72.0,0
zengpeng1000000,华AZQ110,1483468830,66.0,0
zengpeng1000000,华AZQ110,1483474060,97.0,0
zengpeng1000000,华AZQ110,1483477889,133.5,1
zengpeng1000000,华AZQ110,1483478850,124.0,0
zengpeng1000000,华AZQ110,1483482530,102.0,0
zengpeng1000000,华AZQ110,1483487000,90.0,0
zengpeng1000000,华AZQ110,1483487057,82.0,0
zengpeng1000000,华AZQ110,1483493690,96.0,0
zengpeng1000000,华AZQ110,1483498200,104.0,0
zengpeng1000000,华AZQ110,1483499890,104.0,0
zengpeng1000000,华AZQ110,1483501000,118.0,0
zengpeng1000000,华AZQ110,1483503189,87.5,0
zengpeng1000000,华AZQ110,1483503650,86.0,0
zengpeng1000000,华AZQ110,1483506970,102.0,0
zengpeng1000000,华AZQ110,1483507460,103.0,0
zengpeng1000000,华AZQ110,1483508550,64.0,0
zengpeng1000000,华AZQ110,1483510402,126.0,0
zengpeng1000000,华AZQ110,1483510871,144.0,1
zengpeng1000000,华AZQ110,1483512830,123.0,0
zengpeng1000000,华AZQ110,1483460380,111.0,0
zengpeng1000000,华AZQ110,1483462430,118.0,0
zengpeng1000000,华AZQ110,1483463040,100.0,0
zengpeng1000000,华AZQ110,1483463430,111.0,0
zengpeng1000000,华AZQ110,1483466430,78.0,0
zengpeng1000000,华AZQ110,1483467820,84.0,0
zengpeng1000000,华AZQ110,1483472413,3.0,0
zengpeng1000000,华AZQ110,1483467700,102.0,0
zengpeng1000000,华AZQ110,1483474750,77.0,0
zengpeng1000000,华AZQ110,1483474865,120.0,0
zengpeng1000000,华AZQ110,1483475350,90.0,0
zengpeng1000000,华AZQ110,1483475610,83.0,0
zengpeng1000000,华AZQ110,1483476670,66.0,0
zengpeng1000000,华AZQ110,1483478729,145.0,1
zengpeng1000000,华AZQ110,1483479390,97.0,0
zengpeng1000000,华AZQ110,1483479860,95.0,0
zengpeng1000000,华AZQ110,1483479960,100.0,0
zengpeng1000000,华AZQ110,1483479990,64.0,0
zengpeng1000000,华AZQ110,1483481560,111.0,0
zengpeng1000000,华AZQ110,1483484400,86.0,0
zengpeng1000000,华AZQ110,1483485168,125.0,1
zengpeng1000000,华AZQ110,1483485299,120.0,0
zengpeng1000000,华AZQ110,1483485830,107.0,0
zengpeng1000000,华AZQ110,1483486071,1.0,0
zengpeng1000000,华AZQ110,1483486930,118.0,0
zengpeng1000000,华AZQ110,1483487480,114.0,0
zengpeng1000000,华AZQ110,1483487540,74.0,0
zengpeng1000000,华AZQ110,1483494760,111.0,0
zengpeng1000000,华AZQ110,1483496359,90.0,0
zengpeng1000000,华AZQ110,1483496360,79.0,0
zengpeng1000000,华AZQ110,1483496898,119.0,0
zengpeng1000000,华AZQ110,1483497530,113.0,0
zengpeng1000000,华AZQ110,1483497627,120.0,0
zengpeng1000000,华AZQ110,1483502270,110.0,0
zengpeng1000000,华AZQ110,1483502360,143.0,0
zengpeng1000000,华AZQ110,1483505180,84.0,0
zengpeng1000000,华AZQ110,1483506270,85.0,0
zengpeng1000000,华AZQ110,1483509470,119.0,0
